,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,number_of_reviews_ltm,minimum_stay
14682,Budget Hotel in Center of Bangkok @Sathorn,Sathon,13.7195337,100.5486088,Private room,1200,1,2,2.0,4,2,Short-Term
14683,Upscale 1BR overlooking a metropolitan view,Parthum Wan,13.74348,100.55016,Private room,2971,1,4,4.0,2,4,Short-Term
14684,Cozy room in Asoke+Outdoor pool,Khlong Toei,13.73432,100.55902,Entire home/apt,1410,1,5,2.59,7,5,Short-Term
14690,luxury5star/goodview/bts asok/free pickup/sky pool,Vadhana,13.74051,100.56125,Entire home/apt,2414,1,10,5.56,4,10,Short-Term
14707,GIRLS only hostel (4 beds) in Khao San rd a,Phra Nakhon,13.75923,100.4918,Shared room,415,1,2,2.0,10,2,Short-Term
14716,Perfect location#Pool at 50F#Gym@Sukhumvit24(1208),Khlong Toei,13.7251,100.56622,Entire home/apt,2694,2,5,2.88,35,5,Short-Term
14719,21F23#Perfect location# Pool#Gym@BTS/MRT&2BR#4ppl,Vadhana,13.73773,100.56712,Entire home/apt,5449,3,4,2.4,4,4,Short-Term
14723,17F138#Gym&Pool&BTS Nana&MRT Sukhumvit&Max4&100m2,Ratchathewi,13.74852,100.55689,Entire home/apt,6862,1,5,2.59,49,5,Short-Term
14726,Perfect location# Pool#Gym@BTS/MRT&Max3ppl(122),Vadhana,13.74016,100.56702,Entire home/apt,3678,3,4,4.0,49,4,Short-Term
14728,Perfect location# Pool#Gym@BTS/MRT&Max3ppl(124),Vadhana,13.74021,100.56726,Entire home/apt,3563,3,5,3.49,49,5,Short-Term
14731,Perfect location# Pool#Gym@BTS/MRT&2BR#5ppl(121),Vadhana,13.73809,100.56562,Entire home/apt,6737,3,4,2.22,49,4,Short-Term
14733,Perfect location# Pool#Gym@BTS/MRT&2BR#5ppl(123),Vadhana,13.73813,100.5668,Entire home/apt,6666,3,5,2.83,49,5,Short-Term
14735,Pakchee House - Close to the center of Bangkok,Bueng Kum,13.83135,100.63532,Entire home/apt,2000,1,2,2.0,1,2,Short-Term
14737,"2 bedroom condo
Bangkok sukhumvit Nana",Ratchathewi,13.7503004052499,100.55550266057251,Entire home/apt,2490,1,2,2.0,3,2,Short-Term
14747,Asoke Luxury near MRT & BTS asoke station 500m,Vadhana,13.74129,100.55864,Private room,1700,3,3,2.31,16,3,Short-Term
14748,曼谷市中心无边泳池/wifi/可步行至双轨站/免费接机/韩国街/21航站楼,Khlong Toei,13.73664,100.56075,Entire home/apt,2571,1,10,5.56,4,10,Short-Term
14751,4-mrt rame9 400m-Infinity pool/gym/shopping mall,Huai Khwang,13.75309,100.58379,Entire home/apt,1375,15,2,2.0,45,2,Short-Term
14752,70 Sq.m. 2BR/1bath apartment. 400m from BTS Nana,Vadhana,13.74588,100.55606,Entire home/apt,1100,1,14,7.78,4,14,Short-Term
14761,"Rare Large Corner & City View, 1 min Subway, Desk",Khlong Toei,13.72637,100.56016,Entire home/apt,5264,1,15,6.92,23,15,Short-Term
14762,9 曼谷sathorn Wi-Fi 健身房 泳池,Bang Kho laen,13.69971,100.51554,Entire home/apt,720,28,2,1.71,20,2,Long-Term
14763,Studio Bangkok City Center Silom - BTS / WIFI,Bang Rak,13.72791,100.52657,Entire home/apt,1190,1,6,2.5,9,6,Short-Term
14764,No Guest Service Fee Fast Wifi  Pool Gym Asok BTS,Vadhana,13.742166398935206,100.5603463947773,Entire home/apt,2240,14,6,2.9,10,6,Short-Term
14767,HPZP_2105_Ploenchit&Nana BTS/roof pool/500mb WiFi,Khlong Toei,13.73865,100.55226,Entire home/apt,1751,1,7,3.62,33,7,Short-Term
14770,Luxury Living in Heart of Bangkok,Khlong Toei,13.72507,100.57452,Entire home/apt,10849,1,5,2.83,8,5,Short-Term
14771,Private room very close to Khaosan Road,Phra Nakhon,13.76156,100.50246,Private room,807,1,4,3.0,11,4,Short-Term
14778,湄南河畔的宁静公寓,Bangkok Noi,13.75429,100.4674,Entire home/apt,850,3,3,2.05,20,3,Short-Term
14781,曼谷市中心一卧室/靠近BTS Suraka 800米,Sathon,13.70946,100.51956,Entire home/apt,1100,1,3,3.0,29,3,Short-Term
14782,"The Tree HuaMak Interchange
Ramkhamhaeng Road 1bed",Bang Kapi,13.7625824,100.641784,Entire home/apt,800,7,2,2.0,1,2,Short-Term
14797,New！ On Nut's tallest/2br loft/ pool/gym/BTS 300m,Khlong Toei,13.7089559,100.5985424,Entire home/apt,4286,1,3,1.91,228,3,Short-Term
14799,Cozy6 Living in Bangkok 60m to MRT near chatuchank,Bang Sue,13.83146,100.52436,Entire home/apt,927,1,2,1.71,3,2,Short-Term
14817,"Private 2 BR, a Hidden gem in the heart of Thonglo",Vadhana,13.74172,100.583,Entire home/apt,3000,7,4,2.55,4,4,Short-Term
14818,Khaosan DD Bangkok',Phra Nakhon,13.75871,100.49771,Private room,1004,1,6,3.27,18,6,Short-Term
14822,Pleasant Studio - Bangkok City Center - WIFI/GYM,Lak Si,13.87163,100.55904,Entire home/apt,1090,1,4,1.69,9,4,Short-Term
14823,Studio 106/10mins to MRT/near New Night Market,Din Daeng,13.77224,100.57239,Entire home/apt,650,2,4,2.4,22,4,Short-Term
14825,Khaosan DD Bangkok City,Phra Nakhon,13.75977,100.49769,Private room,1004,1,6,3.46,18,6,Short-Term
14829,Studio Bangkok City Center - Chatuchak - WIFI/BTS,Din Daeng,13.77515,100.56592,Entire home/apt,1090,1,5,2.17,9,5,Short-Term
14834,"1 minute away night market, department, subway",Huai Khwang,13.76222,100.56875,Private room,800,1,3,3.0,1,3,Short-Term
14835,"New Artist Space GalileOasis, Siam 321-3",Ratchathewi,13.75244,100.52654,Entire home/apt,2850,1,6,4.39,9,6,Short-Term
14839,chokchai4,Lat Phrao,13.81539,100.59387,Entire home/apt,2443,1,3,2.31,1,3,Short-Term
14841,Cozy apartment in the center of Bangkok,Vadhana,13.73633,100.56813,Entire home/apt,1408,3,5,3.13,1,5,Short-Term
14844,Khaosan DD Superior BKK,Phra Nakhon,13.75965,100.49667,Private room,1133,1,6,2.86,18,6,Short-Term
14845,Premium Suite! Near Surasak BTS/Swimming Pool&GYM,Yan na wa,13.7053432,100.5316659,Entire home/apt,1057,1,9,5.4,2,9,Short-Term
14847,2BR-BTS Ekamai-100inch projector-Infinity Pool Gym,Khlong Toei,13.71787,100.58407,Entire home/apt,3676,1,21,12.6,4,21,Short-Term
14848,23F10#BTS Nana 5mins walk#Terminal 21#Nana&Max2ppl,Vadhana,13.74315,100.55751,Entire home/apt,2198,2,3,2.81,35,3,Short-Term
14852,Nana BTS Spacious 1BR W/Balcony Asok Terminal 21,Khlong Toei,13.739965964006494,100.55282084998764,Entire home/apt,1850,2,2,2.0,48,2,Short-Term
14854,"Siam Plaengna-Napee4 Room, Chatuchak",Chatu Chak,13.79854,100.56422,Private room,950,2,8,4.14,13,8,Short-Term
14856,40F!Perfect location# Pool#Gym@Sukhumvit 24(1209),Khlong Toei,13.72347,100.56594,Entire home/apt,2537,2,6,4.62,49,6,Short-Term
14857,Weekly! 38F! Luxury#Pool&Gym@Sukhumvit 24(1196),Khlong Toei,13.7238,100.56576,Entire home/apt,2195,2,4,3.08,49,4,Short-Term
14858,gray house,Bangkok Noi,13.756625761149262,100.47183819115162,Private room,500,1,4,2.61,2,4,Short-Term
14862,Most Amazing Facilities and Location! #4,Vadhana,13.73342854863173,100.58491216347656,Entire home/apt,6695,4,3,2.5,8,3,Short-Term
14863,Local生活便利·高层池景房·市区•BTS@ONNUT•可做饭•近莲花超市夜市B#632,Vadhana,13.71624,100.59069,Entire home/apt,974,1,2,1.71,48,2,Short-Term
14865,Cozy 1 BR Asok +Sky pool/5 mins BTS/MRT,Vadhana,13.73728,100.56384,Entire home/apt,1489,2,4,2.86,7,4,Short-Term
14873,"Baan TomYum, Oasis near Wat Arun",Bangkok Noi,13.75143,100.48372,Entire home/apt,1800,1,3,3.0,1,3,Short-Term
14879,1BR Twin Suit 2ppl/Surasak BTS Sathorn/Pool /WIFI,Sathon,13.70959,100.51903,Entire home/apt,1743,1,4,2.93,228,4,Short-Term
14892,1BR-BTS Ekamai 300m-Sky Infinity Pool&Gym-Sunshine,Khlong Toei,13.71702,100.58387,Entire home/apt,2568,1,14,8.75,4,14,Short-Term
14894,2BR-BTS Ekamai 300m-Sky Infinity Pool&Gym-tub,Khlong Toei,13.71566,100.58381,Entire home/apt,4102,1,17,10.85,4,17,Short-Term
14900,MRT QueenSirikit LoftEntireHome & Office &HBDParty,Khlong Toei,13.7190298,100.562598,Entire home/apt,3269,1,5,3.0,1,5,Short-Term
14902,Bangkok Cheesy room by The Locals - (newly opened),Phra Nakhon,13.75896,100.49238,Entire home/apt,1223,1,15,8.65,10,15,Short-Term
14903,Bangkok Cheesy room by The Locals - (newly opened),Phra Nakhon,13.760595396572558,100.49236718888552,Entire home/apt,1322,1,13,7.8,10,13,Short-Term
14904,Bangkok The locals - Ideal room for family/friends,Phra Nakhon,13.760730868208272,100.49220625634464,Entire home/apt,1537,1,15,8.49,10,15,Short-Term
14906,New!Near The Grand Palace/ASOK Station/4PPL,Khlong Toei,13.7356367,100.5577985,Entire home/apt,3429,1,3,3.0,228,3,Short-Term
14909,C3#silom/BTS surasak/市中心/温馨公寓/大床房/免费泳池+健身房,Sathon,13.70993,100.52099,Entire home/apt,979,1,4,2.18,21,4,Short-Term
14910,"Siam Plaengna-Napee6 Room, Chatachak",Chatu Chak,13.79711,100.56553,Private room,950,2,6,3.4,13,6,Short-Term
14913,Bkk/BTS Surasak/温馨公寓1/免费泳池/健身房/WIFI/免费停车,Sathon,13.70896,100.51999,Entire home/apt,1326,1,5,2.73,7,5,Short-Term
14914,Rooftop Pool Gym Sukhumvit  BTS River view BKK,Vadhana,13.71124,100.602,Entire home/apt,1564,1,2,2.0,1,2,Short-Term
14917,8Amazing pool and Gym Rama9 MRT 5mis,Ratchathewi,13.7553,100.56408,Entire home/apt,2914,1,4,3.08,18,4,Short-Term
14918,Breathtaking River View 5min walk-train cozy room,Bang Rak,13.72382,100.52426,Entire home/apt,3683,2,8,5.71,3,8,Short-Term
14923,Stunning View 2 BR  with Convenient Transportation,Suanluang,13.71183,100.60426,Entire home/apt,4600,30,5,3.95,1,5,Long-Term
14935,3 Sky Pools! Edgy Suite Next To Aiport Link & MRT,Ratchathewi,13.754891357696756,100.56345950845947,Private room,1500,1,5,3.33,2,5,Short-Term
14938,!NEW! Ultra Modern Condo-Sky Pool-Terminal 21,Vadhana,13.73897,100.56043,Entire home/apt,2983,1,5,3.33,1,5,Short-Term
14939,Built Artsy Balcony Boutique Hotel Siam 331-3,Ratchathewi,13.751497613054854,100.52623899629516,Private room,3374,1,5,3.06,9,5,Short-Term
14953,sukhumvit 39 Luxury 1 bedroom living room,Vadhana,13.7361,100.57284,Entire home/apt,1600,15,3,1.91,18,3,Short-Term
14967,Luxury Condo(2BHK) Main Street Location,Thon buri,13.73026,100.49411,Entire home/apt,2966,2,3,3.0,1,3,Short-Term
14968,100 sqm-2bed/2bath apartment. 400m. from BTS Nana,Khlong Toei,13.74048,100.55377,Entire home/apt,1750,1,2,2.0,4,2,Short-Term
14969,Modern Room 300 meter to BTS train Sathorn (2B),Sathon,13.71307,100.52856,Private room,590,1,4,3.08,9,4,Short-Term
14975,"80 sqm. 2-BR serviced apt walk to park, BTS, MRT",Bang Rak,13.7273358,100.5380919,Entire home/apt,3500,1,2,2.0,8,2,Short-Term
14981,Tranquil 3-bedroom house / Live like a local,Chom Thong,13.71226,100.46169,Entire home/apt,2357,5,2,2.0,1,2,Short-Term
14991,Thonglor/5minsBTS/Sukhumvit/1BR/Multifunctional,Khlong Toei,13.72368,100.57733,Entire home/apt,1643,2,6,3.91,6,6,Short-Term
14992,Lux Studio Quiet lovely pool/5m BTS/MRT/Nana,Vadhana,13.74179,100.55598,Private room,1290,2,5,5.0,7,5,Short-Term
14993,"Comfortable studio in Bangkok, 5-min walk from BTS",Bang Na,13.65988,100.60606,Entire home/apt,1100,1,3,2.2,4,3,Short-Term
14994,Spacious 2 BR with infinity pool! near Iconsiam,Khlong San,13.72051,100.50586,Entire home/apt,2900,1,2,2.0,1,2,Short-Term
14996,全新·Local生活便利·高层池景房•市区•BTS@ONNUT•可做饭•近莲花超市夜市B#824,Vadhana,13.7157,100.5924,Entire home/apt,1555,1,5,5.0,48,5,Short-Term
14997,全新·Local生活便利·高层池景房•市区•BTS@ONNUT•可做饭•近莲花超市夜市B#434,Khlong Toei,13.71387,100.59207,Entire home/apt,1299,1,2,2.0,48,2,Short-Term
14999,Spacious Deluxe Studio #ABC48 #Ladphrao,Huai Khwang,13.79393,100.58504,Entire home/apt,1286,1,3,2.2,14,3,Short-Term
15003,Free pick up&drop off @Amari(opposite Dmk airport),Don Mueang,13.92595,100.58443,Private room,650,1,5,4.55,4,5,Short-Term
15006,Ci house one,Parthum Wan,13.738290403131456,100.5204996004174,Private room,1350,1,3,3.0,6,3,Short-Term
15007,HPZP_2104_Ploenchit&Nana BTS/roof pool/500mb WiFi,Khlong Toei,13.73325,100.5622,Entire home/apt,1879,1,4,4.0,33,4,Short-Term
15014,Pool&Gym#BTS Ekkamai/Gateway4mins walk#Max2ppl(10),Khlong Toei,13.71637,100.58362,Entire home/apt,3123,2,6,4.09,35,6,Short-Term
15025,B6 11 Luxury Condo in Heart of Bangkok,Khlong Toei,13.72406,100.5651,Entire home/apt,1928,1,3,3.0,18,3,Short-Term
15039,Comfy Studio/Sky Pool/5mins from MRT Rama9,Ratchathewi,13.7541882,100.5632693,Entire home/apt,1200,5,2,2.0,12,2,Short-Term
15042,Bkk/BTS Surasak/温馨loft公寓3/免费泳池/健身房/WIFI/免费停车,Sathon,13.71408,100.53268,Entire home/apt,1362,1,2,2.0,7,2,Short-Term
15068,Apartment near Khaosan,Phra Nakhon,13.76236,100.49723,Private room,650,1,2,1.87,5,2,Short-Term
15074,Designer's 1-bedroom apartment,Khlong Toei,13.7376873,100.5533109,Entire home/apt,823,3,2,2.0,2,2,Short-Term
15092,曼谷市中心温馨loft/靠近BTS Surasak/ 带泳池，健身房,Sathon,13.70948,100.51894,Entire home/apt,1500,1,6,3.53,29,6,Short-Term
15103,Stunning River Views~Old Town~Walk to Train & Boat,Bang Rak,13.72054,100.51588,Entire home/apt,3100,2,2,2.0,8,2,Short-Term
15123,"Luxurious High Rise Condo Unit, Self Check-In",Vadhana,13.74211,100.56034,Entire home/apt,3300,3,3,3.0,2,3,Short-Term
15124,กลางกรุง​รีสอร์ท​B2,Din Daeng,13.774137070688392,100.56932743638752,Entire home/apt,760,2,2,2.0,1,2,Short-Term
15125,豪华公寓空中泳池健身房+步行3分钟至BTS Ekkamai+Gateway+商场夜店酒吧,Khlong Toei,13.71606,100.58515,Entire home/apt,2109,1,3,3.0,13,3,Short-Term
15127,Beyond 6 stars furnished 0 m. to BTS Thonglor,Khlong Toei,13.724256218778534,100.57818204073592,Private room,3871,3,3,3.0,2,3,Short-Term
15130,3-one9five-拉玛9精品一居室无边泳池健身房火车夜市尚泰购物中心可包月,Huai Khwang,13.756346582917878,100.56859358836064,Entire home/apt,1114,1,5,5.0,21,5,Short-Term
15135,11-one9five-拉玛9精品一室一厅无边泳池健身房火车夜市尚泰购物中心可包月,Huai Khwang,13.756450793767591,100.5685506730164,Entire home/apt,1349,1,4,4.0,21,4,Short-Term
15137,New! Gateway/ Bangkok University 1BR 2PPL near BTS,Khlong Toei,13.7168468,100.5847812,Entire home/apt,2099,1,2,2.0,99,2,Short-Term
15147,Ramkomut House 593 (Room No.3)  Phomphong BTS,Vadhana,13.73295779460777,100.56796146745909,Private room,435,1,3,3.0,4,3,Short-Term
15158,Sleep 4-NYC Loft-Phrakhanong BTS,Vadhana,13.72291,100.60468,Entire home/apt,1774,1,3,2.73,11,3,Short-Term
15164,D Condo Ramkhamhaeng 9 (Airport link Ramkhamhaeng),Bang Kapi,13.74941,100.60484,Entire home/apt,714,1,5,5.0,1,5,Short-Term
15165,-Hyde Sukhumvit 11- Deluxe 2BR-Impeccable Location,Vadhana,13.7437,100.55568,Entire home/apt,3630,5,2,2.0,28,2,Short-Term
15169,"Twin temple view, near khaosan rd.",Phra Nakhon,13.76093,100.49331,Private room,625,1,3,3.0,2,3,Short-Term
15171,Big Bed room with temple view(102),Phra Nakhon,13.76065,100.49336,Private room,625,1,3,2.81,2,3,Short-Term
15178,- Hyde Sukhumvit 11 - High Floor Hyper View - NANA,Vadhana,13.74335,100.55526,Entire home/apt,1760,5,3,3.0,28,3,Short-Term
15182,B5 6 Luxury Condo in Heart of Bangkok,Khlong Toei,13.72605,100.56501,Entire home/apt,1599,1,3,3.0,18,3,Short-Term
15184,Luxury-Cozy/Sukhumvit-Rama9/Pool/High Fl/City View,Vadhana,13.745218314148175,100.57302821427584,Entire home/apt,1507,20,2,2.0,1,2,Short-Term
15197,R202/near NewTrainNightMarket,Din Daeng,13.77094,100.5699,Entire home/apt,650,2,5,4.69,22,5,Short-Term
15205,Nana BTS Spacious 1BR W/Balcony Asok Terminal 21,Khlong Toei,13.740362586663524,100.55250817278566,Entire home/apt,1890,2,2,2.0,48,2,Short-Term
15206,Nana BTS Spacious 1BR W/Balcony Asok Terminal 21,Khlong Toei,13.740721427216782,100.5521291086004,Entire home/apt,2050,2,2,2.0,48,2,Short-Term
15216,Premiere Suite3@OrientalRatchada,Din Daeng,13.77016,100.57105,Entire home/apt,1499,2,4,4.0,22,4,Short-Term
15220,New! Gateway/ Bangkok University 1BR 2PPL near BTS,Khlong Toei,13.7166686,100.5849674,Entire home/apt,2099,1,2,2.0,49,2,Short-Term
15222,Cozy and Spacious BR in Asok near Nana +sky pool!,Khlong Toei,13.73511,100.55716,Entire home/apt,1419,1,3,3.0,7,3,Short-Term
15228,1BR- BTS Ekamai 300m-Sky infinity Pool&Gym,Khlong Toei,13.716772039279949,100.58495458926492,Entire home/apt,2668,1,16,16.0,4,16,Short-Term
15234,B6 32 Luxury Condo in Heart of Bangkok,Khlong Toei,13.72395,100.56699,Entire home/apt,1842,1,2,2.0,18,2,Short-Term
15241,Super LuxuryCondo in Bangkok CBD,Parthum Wan,13.74711,100.54309,Entire home/apt,3814,3,2,2.0,1,2,Short-Term
15242,28th Floor (BTS NANA) LuxuryRoom,Vadhana,13.743567053163908,100.55641846301128,Entire home/apt,1900,1,2,2.0,1,2,Short-Term
15244,Clean room near Bangkok hospital,Huai Khwang,13.75103,100.59098,Entire home/apt,779,4,3,3.0,12,3,Short-Term
15245,VintageVilla/HistoricalArea/Metro/StreetFood/7-11,Phra Nakhon,13.75093,100.49904,Entire home/apt,1723,1,3,3.0,2,3,Short-Term
15246,15-one9five-拉玛9一室一厅无边泳池健身房火车夜市尚泰购物中心可包月,Huai Khwang,13.75556,100.56775,Entire home/apt,1220,1,3,3.0,21,3,Short-Term
15249,7-one9five-拉玛9大一室一厅无边泳池健身房火车夜市尚泰购物中心可包月,Huai Khwang,13.7578,100.56778,Entire home/apt,1393,1,2,2.0,21,2,Short-Term
15254,6-one9five-拉玛9一室一厅无边泳池健身房火车夜市尚泰购物中心可包月,Huai Khwang,13.75573,100.56811,Entire home/apt,1114,1,3,3.0,21,3,Short-Term
15260,CGcasa Hotel  Room 302,Khlong Toei,13.724909891143682,100.56466134603272,Private room,1500,2,3,2.57,6,3,Short-Term
15262,"Close to Siam Center，7-11,convenient new homestay",Parthum Wan,13.74745,100.52438,Private room,600,1,3,2.81,2,3,Short-Term
15263,鄰近on nut bts天軌站，便利的全新絕美泳池景觀公寓,Phra Khanong,13.70192,100.60014,Entire home/apt,1013,10,2,2.0,9,2,Short-Term
15265,"Close on nut bts, convenient new good view condo",Phra Khanong,13.70354,100.6001,Entire home/apt,984,10,3,3.0,9,3,Short-Term
15266,鄰近on nut bts天軌站，便利的全新絕美泳池設計公寓,Phra Khanong,13.70209,100.60031,Entire home/apt,1036,1,4,4.0,9,4,Short-Term
15270,sukhumvit 39 Luxury 1 bedroom living room,Vadhana,13.73661,100.57066,Entire home/apt,1750,15,2,1.71,18,2,Short-Term
15277,Exciting 1b 27 fl Pool nr everything Asok BTS-MRT,Vadhana,13.73531,100.56377,Entire home/apt,1627,2,2,2.0,7,2,Short-Term
15286,Ramkomut House 593 (Room No.2) Phomphong BTS,Vadhana,13.73364,100.5687,Private room,400,1,3,3.0,4,3,Short-Term
15338,Huai Khwang地铁口高端泳池健身房台球桌公寓,Huai Khwang,13.7796,100.57557,Entire home/apt,1124,1,2,2.0,5,2,Short-Term
15357,"Breezy Haus in Asoke: Pool, walk to BTS/MRT: 22pax",Khlong Toei,13.72655,100.56219,Entire home/apt,9571,2,2,2.0,36,2,Short-Term
15362,Nana BTS Spacious 2BR/2Bath W/Balcony Terminal 21,Khlong Toei,13.739219698355514,100.5526854426799,Entire home/apt,3626,2,2,2.0,48,2,Short-Term
15369,Nana BTS Spacious 1BR W/Balcony Asok Terminal 21,Khlong Toei,13.74081941433966,100.55153772607204,Entire home/apt,1891,2,2,2.0,48,2,Short-Term
15373,Comfortable room near old town,Bangkok Noi,13.76233349234569,100.47191094008494,Entire home/apt,750,14,2,2.0,1,2,Short-Term
15375,Platinum/Siam/Centralworld-Friendly Host,Ratchathewi,13.75466,100.53799,Entire home/apt,1887,2,5,5.0,10,5,Short-Term
15376,Bright Sunset View Studio Loft,Khlong Toei,13.71269,100.59388,Entire home/apt,1247,1,2,2.0,5,2,Short-Term
15449,SALE! 2br for 4 ppl!Surasak BTS/Pool&GYM/WIFI,Sathon,13.71173,100.51972,Entire home/apt,2221,1,2,2.0,4,2,Short-Term
15452,Wish you have all the best.  Have a good day!,Din Daeng,13.78,100.57307,Entire home/apt,2598,1,2,2.0,2,2,Short-Term
15464,Thong Lor / Sukhumvit Road,Khlong Toei,13.721483360185076,100.57787625059906,Entire home/apt,1724,1,2,2.0,3,2,Short-Term
15482,Comfy Suite @ Sukhumvit - Classic 1BR,Khlong Toei,13.732854444411014,100.56281332856456,Private room,1667,1,3,3.0,6,3,Short-Term
15486,Luxurious Jacuzzi & River View in Old Town 180 Sqm,Bang Rak,13.71984,100.5172,Entire home/apt,8900,2,2,2.0,8,2,Short-Term
15491,曼谷 市中心 Asoke 豪华高层两房  MRT BTS交汇,Khlong Toei,13.73652,100.56004,Entire home/apt,6114,1,2,2.0,3,2,Short-Term
15508,T5 03F Amazing Park24pool gym BTS,Khlong Toei,13.7249631,100.5657919,Entire home/apt,1575,1,3,3.0,14,3,Short-Term
15538,市中心顶级奢华公寓，近Bts/Mrt，free pick up(免费接机),Vadhana,13.73747,100.56203,Entire home/apt,2847,1,2,2.0,2,2,Short-Term
15553,Deluxe Design 2 Bedroom | Ekkamai,Vadhana,13.72395,100.58377,Entire home/apt,5099,1,5,5.0,8,5,Short-Term
15556,Loft Style Skyline 100 sq.m. Apt,Bang Rak,13.72227,100.51649,Entire home/apt,3349,2,3,3.0,1,3,Short-Term
15563,Deluxe Design 2 Bedroom | Ekkamai,Vadhana,13.72367,100.58597,Entire home/apt,4785,28,3,3.0,8,3,Long-Term
15591,Local生活便利·高层池景房•市区•BTS@ONNUT•夜市#473,Khlong Toei,13.71568,100.59049,Entire home/apt,929,1,2,2.0,48,2,Short-Term
15631,1- Life AsokeHype-mrt rame9 500m,Ratchathewi,13.754445235955847,100.563017495691,Entire home/apt,2328,15,3,3.0,45,3,Short-Term
15632,2- Life AsokeHype-mrt rame9 500m -Infinity pool,Ratchathewi,13.75316,100.56391,Entire home/apt,2328,15,2,2.0,45,2,Short-Term
15633,3- Life AsokeHype-mrt rame9 500m -Infinity pool,Ratchathewi,13.75491,100.56253,Entire home/apt,2328,15,5,5.0,45,5,Short-Term
15639,Specia offer!Free pool&WIFI-Asok/SukhumvitBTS! 4PP,Khlong Toei,13.7348564,100.5579603,Entire home/apt,3396,1,2,2.0,4,2,Short-Term
15743,Vibrant Luxe 2 Bedroom | Thong Lor,Vadhana,13.73012563348788,100.5863687900737,Entire home/apt,3932,1,3,3.0,8,3,Short-Term
15744,Vibrant Luxe 2 Bedroom | Thong Lor,Vadhana,13.729879847425655,100.58626936010587,Entire home/apt,4285,28,3,3.0,8,3,Long-Term
15796,Stunning river view in the heart of BKK 5min/train,Bang Rak,13.719791951105998,100.51590964033664,Entire home/apt,3304,2,2,2.0,3,2,Short-Term
